arf_02485_00047151674	Hace doce grados con sol
arf_02485_00146903919	Hace trece grados con sol
arf_02485_00204623004	Hace doce grados y está nublado
arf_02485_00285128590	Hace quince grados y está nublado
arf_02485_00311807531	Hace catorce grados y está nublado
arf_02485_00451422931	Hace quince grados con sol
arf_02485_00503701432	Hace catorce grados y está nublado
arf_02485_00638594429	Hace once grados con sol
arf_02485_00786613174	Hace once grados y llueve
arf_02485_00835043311	Hace trece grados y está nublado
arf_02485_00876298746	Hace doce grados y llueve
arf_02485_00945557725	Hace catorce grados y llueve
arf_02485_00992763516	Hace quince grados y llueve
arf_02485_01007684029	Hace catorce grados y llueve
arf_02485_01021527828	Hace trece grados con sol
arf_02485_01070870595	Hace doce grados y está nublado
arf_02485_01161148461	Hace once grados y está nublado
arf_02485_01242351300	Hace doce grados y llueve
arf_02485_01411267058	Hace doce grados con sol
arf_02485_01632826888	Hace trece grados y llueve
arf_02485_01656499668	Hace once grados y llueve
arf_02485_01749853945	Hace quince grados y está nublado
arf_02485_01762658127	Hace quince grados con sol
arf_02485_01881540724	Hace quince grados y llueve
arf_02485_01916222285	Hace trece grados y está nublado
arf_02485_01919065858	Hace once grados con sol
arf_02485_01942376957	Hace trece grados y llueve
arf_02485_01952759745	Hace once grados y está nublado
arf_02485_02016233803	Hace catorce grados con sol
arf_02485_02085981345	Hace catorce grados con sol
arf_03398_00075905242	Hace diecinueve grados y llueve
arf_03398_00170996870	Hace diecinueve grados y llueve
arf_03398_00173369595	Hace diecisiete grados y está nublado
arf_03398_00323386635	Hace once grados con sol
arf_03398_00534521883	Hace diecisiete grados y llueve
arf_03398_00537783447	Hace dieciocho grados y llueve
arf_03398_00577727210	Hace dieciocho grados con sol
arf_03398_00686740744	Hace diecinueve grados y está nublado
arf_03398_00695379889	Hace once grados y está nublado
arf_03398_00702367484	Hace dieciseis grados con sol
arf_03398_00710666834	Hace dieciseis grados y está nublado
arf_03398_00768485382	Hace dieciseis grados y llueve
arf_03398_00794224533	Hace diecinueve grados con sol
arf_03398_00857559538	Hace diecinueve grados y está nublado
arf_03398_01048307936	Hace diecisiete grados y está nublado
arf_03398_01063006592	Hace diecinueve grados con sol
arf_03398_01071048010	Hace dieciocho grados y está nublado
arf_03398_01238214947	Hace once grados y llueve
arf_03398_01280375733	Hace once grados con sol
arf_03398_01301942821	Hace once grados y está nublado
arf_03398_01596421591	Hace diecisiete grados y llueve
arf_03398_01642790952	Hace dieciocho grados y está nublado
arf_03398_01690961333	Hace dieciseis grados y está nublado
arf_03398_01736798627	Hace once grados y llueve
arf_03398_01748216819	Hace dieciseis grados con sol
arf_03398_01834363188	Hace dieciocho grados con sol
arf_03398_01877178859	Hace dieciocho grados y llueve
arf_03398_01921010081	Hace diecisiete grados con sol
arf_03398_01953842995	Hace dieciseis grados y llueve
arf_03398_01976801691	Hace diecisiete grados con sol
arf_04311_00175446489	Hace veintidos grados y llueve
arf_04311_00363000495	Hace once grados y está nublado
arf_04311_00443651638	Hace veintiun grados con sol
arf_04311_00771997542	Hace veintiun grados y llueve
arf_04311_00843426047	Hace veintitres grados y está nublado
arf_04311_00856454359	Hace once grados con sol
arf_04311_00912310956	Hace veintidos grados y llueve
arf_04311_00929031830	Hace once grados y llueve
arf_04311_00936178542	Hace veintidos grados y está nublado
arf_04311_01019463014	Hace veintitres grados con sol
arf_04311_01132759390	Hace veinte grados y llueve
arf_04311_01175402662	Hace veintiun grados y está nublado
arf_04311_01377532859	Hace veintitres grados y llueve
arf_04311_01381679842	Hace veintitres grados y está nublado
arf_04311_01438246731	Hace once grados y llueve
arf_04311_01627140434	Hace veinte grados y está nublado
arf_04311_01682923126	Hace veintidos grados con sol
arf_04311_01760271939	Hace veintidos grados y está nublado
arf_04311_01769657162	Hace veintidos grados con sol
arf_04311_01778239291	Hace veintitres grados con sol
arf_04311_01837907848	Hace veintiun grados y llueve
arf_04311_01888468345	Hace once grados con sol
arf_04311_01913190402	Hace veintiun grados y está nublado
arf_04311_01943619652	Hace veinte grados con sol
arf_04311_01952156847	Hace veintiun grados con sol
arf_04311_01957487108	Hace veinte grados con sol
arf_04311_02039728986	Hace veintitres grados y llueve
arf_04311_02063848486	Hace veinte grados y está nublado
arf_04311_02076704171	Hace veinte grados y llueve
arf_04311_02131066077	Hace once grados y está nublado
